,city,lat,lng,country,LSOA,postcode
1151,Thrybergh,53.45,-1.3,United Kingdom,E01007719,S654ET
1152,Treeton,53.3845,-1.3513,United Kingdom,E01007701,S605PZ
1153,West Melton,53.5035,-1.3618,United Kingdom,E01007697,S636QS
1154,Kilnhurst,53.4703,-1.3057,United Kingdom,E01007772,S645SL
1155,Elsecar,53.496,-1.412,United Kingdom,E01007394,S748AY
1156,Cheltenham,51.9,-2.0667,United Kingdom,E01022102,GL526AP
1157,Kingswood,51.46,-2.505,United Kingdom,E01015007,BS15
1158,Stroud,51.744,-2.215,United Kingdom,E01022411,GL52AL
1159,Yate,51.5402,-2.411,United Kingdom,E01015017,BS374AS
1160,Tewkesbury,51.99,-2.16,United Kingdom,E01022458,GL205SA
1161,Cirencester,51.719,-1.968,United Kingdom,E01022194,GL7
1162,Quedgeley,51.825,-2.28,United Kingdom,E01022335,GL24TQ
1163,Stoke Gifford,51.517,-2.548,United Kingdom,E01014979,BS348LW
1164,Thornbury,51.6094,-2.5249,United Kingdom,E01014987,BS352AG
1165,Churchdown,51.88,-2.17,United Kingdom,E01022427,GL3
1166,Bishops Cleeve,51.947,-2.061,United Kingdom,E01022436,GL528LR
1167,Charlton Kings,51.8877,-2.0413,United Kingdom,E01022112,GL526LY
1168,Hucclecote,51.85,-2.18,United Kingdom,E01022304,GL33UD
1169,Lydney,51.7286,-2.5285,United Kingdom,E01022256,GL155
1170,Cinderford,51.8225,-2.4989,United Kingdom,E01022236,GL14
1171,Coleford,51.791,-2.6162,United Kingdom,E01022245,GL168RQ
1172,Cam,51.7,-2.3667,United Kingdom,E01022359,GL11
1173,Stonehouse,51.7478,-2.2838,United Kingdom,E01022402,GL102NA
1174,Brockworth,51.85,-2.15,United Kingdom,E01022424,GL34QF
1175,Dursley,51.6811,-2.3543,United Kingdom,E01022372,GL114BN
1176,Frampton Cotterell,51.54,-2.48,United Kingdom,E01014913,BS36
1177,Chalford,51.7238,-2.1491,United Kingdom,E01022367,GL6
1178,Nailsworth,51.6954,-2.2234,United Kingdom,E01022386,GL60
1179,Wotton-under-Edge,51.63800000000001,-2.349,United Kingdom,E01022417,GL127JL
1180,Tidenham,51.6605,-2.6435,United Kingdom,E01022274,NP167JQ
1181,Tetbury,51.636,-2.158,United Kingdom,E01022220,GL88
1182,Newent,51.9302,-2.4048,United Kingdom,E01022262,GL181
1183,Chipping Sodbury,51.538,-2.394,United Kingdom,E01014886,BS376AH
1184,Almondsbury,51.5567,-2.5725,United Kingdom,E01014948,BS324
1185,Siston,51.4746,-2.4501,United Kingdom,E01033338,BS169LR
1186,Winchcomb,51.955,-1.965,United Kingdom,E01022464,GL545HX
1187,Hardwicke,51.8139,-2.2847,United Kingdom,E01022338,GL24
1188,Pilning,51.56399999999999,-2.6417,United Kingdom,E01014953,BS354
1189,Bitton,51.4248,-2.46,United Kingdom,E01014865,BS306LA
1190,Moreton in Marsh,51.988,-1.7009999999999998,United Kingdom,E01022211,GL560LT
1191,South Cerney,51.67100000000001,-1.932,United Kingdom,E01022223,GL75
1192,Westerleigh,51.51,-2.43,United Kingdom,E01014896,BS378RB
1193,Bourton on the Water,51.886,-1.759,United Kingdom,E01022180,GL542AP
1194,Fairford,51.708,-1.785,United Kingdom,E01022203,GL74
1195,Bream,51.7498,-2.574,United Kingdom,E01022231,GL156
1196,Drybrook,51.8542,-2.5496,United Kingdom,E01022251,GL179
1197,Painswick,51.786,-2.194,United Kingdom,E01022390,GL66QA
1198,Alveston,51.589,-2.533,United Kingdom,E01014863,BS353PD
1199,Pucklechurch,51.487,-2.4353,United Kingdom,E01014867,BS169RB
1200,Minchinhampton,51.7058,-2.186,United Kingdom,E01022383,GL69BP
1201,Lechlade,51.699,-1.692,United Kingdom,E01022210,GL73
1202,Mitcheldean,51.8646,-2.4904,United Kingdom,E01022259,GL170
1203,Charfield,51.6261,-2.4058,United Kingdom,E01014885,GL128
1204,Hartlepool,54.69,-1.21,United Kingdom,E01011974,TS240XR
1205,Seaton Carew,54.6628,-1.1888,United Kingdom,E01011996,TS251AR
1206,Lincoln,53.2344,-0.5386,United Kingdom,E01026148,LN21PZ
1207,Grimsby,53.5595,-0.068,United Kingdom,E01013161,DN329PB
1208,Scunthorpe,53.5809,-0.6502,United Kingdom,E01013314,DN161LR
1209,Grantham,52.918,-0.638,United Kingdom,E01026353,NG319BA
1210,Cleethorpes,53.5533,-0.0215,United Kingdom,E01013152,DN350BB
1211,Boston,52.974,-0.0214,United Kingdom,E01026025,PE216JY
1212,Spalding,52.7858,-0.1529,United Kingdom,E01026266,PE112XA
1213,Gainsborough,53.4016,-0.7732,United Kingdom,E01026384,DN212JG
1214,Stamford,52.65600000000001,-0.484,United Kingdom,E01026288,PE91LL
1215,Skegness,53.14,0.34,United Kingdom,E01026093,PE253JS
1216,Sleaford,52.996,-0.413,United Kingdom,E01026227,NG347RS
1217,Louth,53.3669,-0.0061,United Kingdom,E01032986,LN119QA
1218,Bourne,52.7684,-0.3775,United Kingdom,E01026299,PE109ED
1219,North Hykeham,53.1819,-0.5849,United Kingdom,E01026219,LN69QS
1220,Mablethorpe,53.3409,0.261,United Kingdom,E01026073,LN122BS
1221,Barton upon Humber,53.6833,-0.45,United Kingdom,E01013256,DN185LE
1222,Bottesford,53.5521,-0.6714,United Kingdom,E01013265,DN172GL
1223,Holbeach,52.8037,0.0154,United Kingdom,E01026250,PE127DY
1224,Scartho,53.5399,-0.0926,United Kingdom,E01013192,DN332BT
1225,Immingham,53.6139,-0.2183,United Kingdom,E01013178,DN401NG
1226,Boultham,53.214,-0.5561,United Kingdom,E01026135,LN67TF
1227,Quarrington,52.987,-0.4304,United Kingdom,E01026234,NG348RS
1228,Deeping Saint James,52.6717,-0.2995,United Kingdom,E01026307,PE68HA
1229,Fishtoft,52.9617,0.0259,United Kingdom,E01026014,PE210RR
1230,Horncastle,53.208,-0.114,United Kingdom,E01026067,LN96AA
1231,Waltham,53.5165,-0.1021,United Kingdom,E01013213,DN370LJ
1232,Waddington,53.1664,-0.5389,United Kingdom,E01026185,LN59NT
1233,Market Deeping,52.6776,-0.3173,United Kingdom,E01026335,PE68AP
1234,Broughton,53.5638,-0.5465,United Kingdom,E01013276,DN200AB
1235,Humberston,53.5281,-0.0249,United Kingdom,E01013169,DN364DR
1236,Brigg,53.5529,-0.485,United Kingdom,E01013273,DN208RE
1237,Kirton,52.9278,-0.0598,United Kingdom,E01026018,PE201EH
1238,Ruskington,53.0444,-0.3875,United Kingdom,E01026222,NG349BX
1239,Pinchbeck,52.8147,-0.1605,United Kingdom,E01026260,PE113YT
1240,Winterton,53.6549,-0.5979,United Kingdom,E01013288,DN159PS
1241,Crowle,53.6073,-0.8321,United Kingdom,E01013249,DN174HW
1242,Long Sutton,52.7856,0.12,United Kingdom,E01026257,PE129HA
1243,Haxey,53.4868,-0.8462,United Kingdom,E01013250,DN92JU
1244,Sutton Bridge,52.771,0.1874,United Kingdom,E01026277,PE129RD
1245,Welton,53.3029,-0.4759,United Kingdom,E01026413,LN23JB
1246,Crowland,52.6768,-0.1688,United Kingdom,E01026240,PE60EG
1247,Branston,53.1944,-0.4717,United Kingdom,E01026189,LN41LB
1248,Woodhall Spa,53.1515,-0.2183,United Kingdom,E01026118,LN106QL
1249,Saxilby,53.2714,-0.6559999999999999,United Kingdom,E01026396,LN12QD
1250,Market Rasen,53.3871,-0.3355,United Kingdom,E01026389,LN83EN
1251,Coningsby,53.1051,-0.1752,United Kingdom,E01026054,LN44SJ
1252,Wyberton,52.95399999999999,-0.0412,United Kingdom,E01026031,PE217DD
1253,Epworth,53.525,-0.82,United Kingdom,E01013244,DN91HD
1254,Messingham,53.5273,-0.6535,United Kingdom,E01013327,DN173NU
1255,Holton le Clay,53.5055,-0.0585,United Kingdom,E01026063,DN365DH
1256,Metheringham,53.1391,-0.4034,United Kingdom,E01026213,LN43YY
1257,Whaplode,52.8002,-0.037,United Kingdom,E01026251,PE126TG
1258,Moulton,52.798,-0.0629,United Kingdom,E01026281,PE126QB
1259,Moulton Chapel,52.7463,-0.0841,United Kingdom,E01026282,PE120XQ
1260,Skellingthorpe,53.2364,-0.6165,United Kingdom,E01026225,LN65UW
1261,Alford,53.26,0.18,United Kingdom,E01026043,LN139AD
1262,Nettleham,53.2662,-0.4877,United Kingdom,E01026395,LN22PB
1263,Chapel Saint Leonards,53.223,0.3365,United Kingdom,E01026048,PE245TH
1264,Washingborough,53.2233,-0.4744,United Kingdom,E01026204,LN41BA
1265,Heckington,52.982,-0.304,United Kingdom,E01026202,NG349SD
1266,Leverington,52.6822,0.1359,United Kingdom,E01018094,PE135AB
1267,Laceby,53.541,-0.168,United Kingdom,E01013226,DN377DA
1268,Scotter,53.499,-0.6663,United Kingdom,E01026402,DN213UQ
1269,Spilsby,53.1727,0.0931,United Kingdom,E01026101,PE235HX
1270,Barrow upon Humber,53.675,-0.3818,United Kingdom,E01013305,DN197DD
1271,Belton,53.553,-0.8166,United Kingdom,E01013242,DN91NJ
1272,Gosberton,52.85,-0.15,United Kingdom,E01026247,PE114BE
1273,Healing,53.5739,-0.1639999999999999,United Kingdom,E01013223,DN417QD
1274,Heighington,53.212,-0.4574,United Kingdom,E01026206,LN41RJ
1275,Tattershall,53.104,-0.1906,United Kingdom,E01026054,LN44LQ
1276,Cranwell,53.0367,-0.4619,United Kingdom,E01026209,NG34
1277,Donington,52.904,-0.1982,United Kingdom,E01026242,PE114TB
1278,Burton upon Stather,53.6494,-0.6848,United Kingdom,E01013293,DN159DP
1279,Kirton in Lindsey,53.4759,-0.5887,United Kingdom,E01013322,DN214LX
1280,Caistor,53.494,-0.322,United Kingdom,E01026368,LN76NB
1281,Kettering,52.3931,-0.7229,United Kingdom,E01027113,NN156DD
1282,Corby,52.4914,-0.6965,United Kingdom,E01026949,NN171SZ
1283,Wellingborough,52.2939,-0.6964,United Kingdom,E01027317,NN82JH
1284,Rushden,52.288,-0.601,United Kingdom,E01027067,NN109YG
1285,Daventry,52.26,-1.16,United Kingdom,E01026987,NN114FE
1286,Brackley,52.032,-1.147,United Kingdom,E01027267,NN136EE
1287,Wootton,52.2007,-0.8857,United Kingdom,E01027204,NN46LW
1288,Desborough,52.4398,-0.8172,United Kingdom,E01027108,NN142PL
1289,Towcester,52.13,-0.99,United Kingdom,E01027299,NN126RQ
1290,Irthlingborough,52.324,-0.614,United Kingdom,E01027041,NN95GA
1291,Raunds,52.345,-0.537,United Kingdom,E01027051,NN96HS
1292,Great Billing,52.2577,-0.8222,United Kingdom,E01027141,NN39AB
1293,Rothwell,52.4254,-0.8029,United Kingdom,E01027126,NN146HZ
1294,Burton Latimer,52.365,-0.6779999999999999,United Kingdom,E01027091,NN155LF
1295,Higham Ferrers,52.3057,-0.5844,United Kingdom,E01027034,NN108HR
1296,Thrapston,52.397,-0.5379999999999999,United Kingdom,E01027076,NN144JH
1297,Oundle,52.48,-0.472,United Kingdom,E01027047,PE84DJ
1298,Earls Barton,52.26300000000001,-0.746,United Kingdom,E01027322,NN60NJ
1299,Brixworth,52.32899999999999,-0.904,United Kingdom,E01027003,NN69DQ
1300,Irchester,52.2783,-0.6555,United Kingdom,E01027335,NN297DH
1301,Kingsthorpe,52.2625,-0.9,United Kingdom,E01027229,NN27PN
1302,Finedon,52.34,-0.649,United Kingdom,E01027328,Finedoncentral postcode placeholder
1303,Long Buckby,52.303,-1.081,United Kingdom,E01027017,NN67RN
1304,Deanshanger,52.0473,-0.8928,United Kingdom,E01027281,MK196JP
1305,Wollaston,52.2564,-0.6694,United Kingdom,E01027355,NN297RU
1306,Moulton,52.2892,-0.8491,United Kingdom,E01027020,NN37UG
1307,Bugbrooke,52.2105,-1.0106,United Kingdom,E01027282,NN73PA
1308,Weedon Beck,52.231,-1.0804,United Kingdom,E01027025,NN74PB
1309,Blyth,55.12600000000001,-1.514,United Kingdom,E01027415,NE241DF
1310,Cramlington,55.082,-1.585,United Kingdom,E01027411,NE236DL
1311,Ashington,55.181,-1.568,United Kingdom,E01027528,NE630EH
1312,Bedlington,55.133,-1.5830000000000002,United Kingdom,E01027519,NE225LZ
1313,Morpeth,55.1675,-1.6908,United Kingdom,E01027453,NE611PY
1314,Berwick-Upon-Tweed,55.771,-2.007,United Kingdom,E01027377,TD151JS
1315,Hexham,54.971,-2.101,United Kingdom,E01027490,NE461LU
1316,Prudhoe,54.96100000000001,-1.849,United Kingdom,E01027500,NE425AB
1317,Ponteland,55.048,-1.747,United Kingdom,E01027466,NE209HE
1318,Choppington,55.145,-1.601,United Kingdom,E01027520,NE625TH
1319,Alnwick,55.4134,-1.7069,United Kingdom,E01033715,NE661HX
1320,Newbiggin-by-the-Sea,55.183,-1.515,United Kingdom,E01027544,NE646NQ
1321,Amble,55.3306,-1.5783,United Kingdom,E01027363,NE650PT
1322,Cowpen,55.127,-1.539,United Kingdom,E01027393,Cowpencentral postcode placeholder
1323,Seaton Delaval,55.0826,-1.4778,United Kingdom,E01027419,NE264RA
1324,Haltwhistle,54.97,-2.458,United Kingdom,E01027486,NE490BT
1325,Corbridge,54.975,-2.017,United Kingdom,E01027482,NE45
1326,Pegswood,55.1798,-1.6442,United Kingdom,E01027462,NE616TT
1327,Ellington,55.2209,-1.5621,United Kingdom,E01027446,NE615EX
1328,Stocksfield,54.948,-1.914,United Kingdom,E01027509,NE437NL
1329,Oxford,51.7519,-1.2578,United Kingdom,E01028522,OX11HB
1330,Banbury,52.06100000000001,-1.336,United Kingdom,E01028435,OX165BP
1331,Abingdon,51.667,-1.283,United Kingdom,E01033306,OX145EL
1332,Bicester,51.9,-1.15,United Kingdom,E01028467,OX266RW
1333,Witney,51.78,-1.49,United Kingdom,E01028819,Witneycentral postcode placeholder
1334,Didcot,51.606,-1.241,United Kingdom,E01028632,OX118SH
1335,Cowley,51.733,-1.215,United Kingdom,E01028528,OX43HB
1336,Carterton,51.76,-1.59,United Kingdom,E01028774,OX183JT
1337,Kidlington,51.823,-1.291,United Kingdom,E01028487,OX5
1338,Henley on Thames,51.536,-0.898,United Kingdom,E01028655,RG92LQ
1339,Wallingford,51.599,-1.125,United Kingdom,E01028677,OX100EW
1340,Thame,51.75,-0.97,United Kingdom,E01028668,OX9
1341,Wantage,51.589,-1.4269999999999998,United Kingdom,E01028756,OX128AH
1342,Grove,51.612,-1.421,United Kingdom,E01028724,OX120AL
1343,Faringdon,51.657,-1.586,United Kingdom,E01028718,SN77JP
1344,Chipping Norton,51.94,-1.55,United Kingdom,E01028783,OX75LX
1345,Chinnor,51.702,-0.911,United Kingdom,E01028613,OX394QB
1346,Cumnor,51.735,-1.332,United Kingdom,E01028710,OX29PY
1347,Littlemore,51.72,-1.227,United Kingdom,E01028553,OX44FW
1348,Benson,51.621,-1.111,United Kingdom,E01028599,OX106NX
1349,Eynsham,51.78100000000001,-1.375,United Kingdom,E01028785,OX294QB
1350,North Hinksey,51.749,-1.2919999999999998,United Kingdom,E01028740,OX20LB
1351,Wheatley,51.747,-1.139,United Kingdom,E01028684,OX331XX
1352,Cholsey,51.574,-1.151,United Kingdom,E01028619,OX109NZ
1353,Marston,51.777,-1.236,United Kingdom,E01028561,OX30PU
1354,Bloxham,52.018,-1.375,United Kingdom,E01028476,OX154ET
1355,Woodstock,51.845,-1.354,United Kingdom,E01028823,OX201UH
1356,Charlbury,51.872,-1.482,United Kingdom,E01028778,OX73
1357,Chalgrove,51.665,-1.077,United Kingdom,E01028609,OX447SR
1358,Adderbury,52.01600000000001,-1.3130000000000002,United Kingdom,E01028422,OX173LR
1359,Radley,51.68899999999999,-1.24,United Kingdom,E01028743,OX143AS
1360,Watlington,51.645,-1.008,United Kingdom,E01028680,OX495QB
1361,Wootton,51.707,-1.3130000000000002,United Kingdom,E01028752,OX15JX
1362,Bampton,51.727,-1.544,United Kingdom,E01028764,OX182JN
1363,Yarnton,51.81100000000001,-1.31,United Kingdom,E01028512,OX51NE
1364,Shrewsbury,52.708,-2.754,United Kingdom,E01028946,SY11ST
1365,Oswestry,52.8598,-3.0538,United Kingdom,E01028906,SY112NG
1366,Bridgnorth,52.535,-2.4195,United Kingdom,E01028833,WV164DD
1367,Ludlow,52.368,-2.718,United Kingdom,E01033526,SY81AE
1368,Whitchurch,52.969,-2.682,United Kingdom,E01028891,SY131AJ
1369,Shifnal,52.665,-2.373,United Kingdom,E01028856,TF119BG
1370,Wem,52.8536,-2.7267,United Kingdom,E01028890,SY45EE
1371,Baystonhill,52.6727,-2.7654,United Kingdom,E01028936,SY30EX
1372,Harlescott,52.7365,-2.7226,United Kingdom,E01028982,SY14PP
1373,Broseley,52.612,-2.481,United Kingdom,E01028838,TF125EN
1374,Church Stretton,52.539,-2.8080000000000003,United Kingdom,E01028997,SY66DL
1375,Albrighton,52.6344,-2.277,United Kingdom,E01028827,WV73JA
1376,Ellesmere,52.9082,-2.8944,United Kingdom,E01028865,SY120EN
1377,Highley,52.448,-2.382,United Kingdom,E01028849,WV166LP
1378,Gobowen,52.896,-3.0380000000000003,United Kingdom,E01028912,SY113JZ
1379,Pontesbury,52.649,-2.888,United Kingdom,E01028977,SY50PS
1380,Knighton,52.344,-3.049,United Kingdom,E01029003,LD71BL
1381,Cleobury Mortimer,52.3785,-2.4821,United Kingdom,E01029002,DY148BY
1382,Prees,52.897,-2.6660000000000004,United Kingdom,E01028880,SY132DL
1383,Much Wenlock,52.5966,-2.5580000000000003,United Kingdom,E01028852,TF136BP
1384,Shawbury,52.786,-2.655,United Kingdom,E01028884,SY44NH
1385,Whittington,52.874,-3.003,United Kingdom,E01028927,SY114PH
1386,Baschurch,52.791,-2.854,United Kingdom,E01028860,SY42AY
1387,Newcastle under Lyme,53.0109,-2.2278,United Kingdom,E01029604,ST51QE
1388,Burton upon Trent,52.8019,-1.6367,United Kingdom,E01032898,DE143QY
1389,Stafford,52.8066,-2.1171,United Kingdom,E01029701,ST162HN
1390,Lichfield,52.6835,-1.8265,United Kingdom,E01029526,WS136NF
1391,Cannock,52.691,-2.027,United Kingdom,E01029367,WS111DS
1392,Burntwood,52.6831,-1.92,United Kingdom,E01029489,WS72DG
1393,Kingswinford,52.4981,-2.1657,United Kingdom,E01009820,DY67AD
1394,Rugeley,52.7599,-1.9388,United Kingdom,E01029404,WS152AT
1395,Kidsgrove,53.0874,-2.2478,United Kingdom,E01029543,ST71DY
1396,Leek,53.108,-2.0234,United Kingdom,E01029804,ST136DP
1397,Biddulph,53.12,-2.17,United Kingdom,E01029766,ST86DY
1398,Hednesford,52.7115,-2.0006,United Kingdom,E01029387,WS124DL
1399,Stone,52.9,-2.15,United Kingdom,E01029756,ST150GZ
1400,Wombourn,52.5302,-2.1857,United Kingdom,E01029675,WV50LQ
1401,Uttoxeter,52.898,-1.86,United Kingdom,E01029461,ST148ET
1402,Cheadle,52.9849,-1.9865,United Kingdom,E01029783,ST101ER
1403,Trentham,52.9663,-2.1899,United Kingdom,E01014349,ST48LX
1404,Market Drayton,52.9044,-2.4848,United Kingdom,E01028873,TF91PF
1405,Great Wyrley,52.6593,-2.0102,United Kingdom,E01029644,WS66HY
1406,Wilnecote,52.6081,-1.6677,United Kingdom,E01029867,B775EN
1407,Penkridge,52.7252,-2.1164,United Kingdom,E01029659,ST195AL
1408,Audley,53.053,-2.3040000000000003,United Kingdom,E01029535,ST78JD
1409,Glascote,52.6245,-1.668,United Kingdom,E01029845,B772RL
1410,Codsall,52.6267,-2.1924,United Kingdom,E01029628,WV81AA
1411,Norton Canes,52.6833,-1.9666,United Kingdom,E01029394,WS73GF
1412,Shenstone,52.637,-1.841,United Kingdom,E01029522,WS140JB
1413,Brewood,52.6769,-2.1738,United Kingdom,E01029618,ST199BS
1414,Kinvere,52.4488,-2.228,United Kingdom,E01029649,DY76HG
1415,Branston,52.787,-1.659,United Kingdom,E01029414,DE143DR
1416,Cheddleton,53.06399999999999,-2.043,United Kingdom,E01029793,ST137JB
1417,Blythebridge,52.9704,-2.0709,United Kingdom,E01029800,ST119JB
1418,Silverdale,53.0159,-2.2675,United Kingdom,E01029594,ST56PS
1419,Gnosall,52.785,-2.2528,United Kingdom,E01029707,ST200EP
1420,Eccleshall,52.859,-2.251,United Kingdom,E01029698,ST216LA
1421,Huntington,52.715,-2.042,United Kingdom,E01029646,WS124PB
1422,Colwich,52.7875,-1.9806,United Kingdom,E01029711,ST170XQ
1423,Swynnerton,52.917,-2.217,United Kingdom,E01029749,ST150QE
1424,Fazeley,52.6154,-1.706,United Kingdom,E01029839,B783QL
1425,Barton under Needwood,52.76300000000001,-1.727,United Kingdom,E01029439,DE138JW
1426,Madeley,53.00100000000001,-2.341,United Kingdom,E01029574,CW39PR
1427,Keele,53.0044,-2.2871,United Kingdom,E01029576,ST55LT
1428,Chasetown,52.67,-1.92,United Kingdom,E01029506,WS74ST
1429,Endon,53.0788,-2.1112,United Kingdom,E01029776,ST99HH
1430,Tutbury,52.854,-1.686,United Kingdom,E01029465,DE139NS
1431,Barlaston,52.9457,-2.1583,United Kingdom,E01029682,ST129AA
1432,Alrewas,52.732,-1.749,United Kingdom,E01029478,DE137EE
1433,Whittington,52.67,-1.76,United Kingdom,E01029531,WS149LQ
1434,Wokingham,51.41,-0.84,United Kingdom,E01016626,RG402AL
1435,Woodley,51.453,-0.902,United Kingdom,E01016616,RG54JR
1436,Earley,51.433,-0.933,United Kingdom,E01016653,RG65QN
1437,Shinfield,51.408,-0.947,United Kingdom,E01032758,RG29EG
1438,Twyford,51.477,-0.867,United Kingdom,E01016692,RG109DR
1439,Barkham,51.402,-0.8759999999999999,United Kingdom,E01016612,RG414TE
1440,Nuneaton,52.523,-1.4680000000000002,United Kingdom,E01031043,CV114EJ
1441,Rugby,52.37,-1.26,United Kingdom,E01031145,CV225EH
1442,Royal Leamington Spa,52.292,-1.537,United Kingdom,E01033256,CV325JS
1443,Warwick,52.28,-1.59,United Kingdom,E01031324,CV344AX
1444,Bedworth,52.475,-1.477,United Kingdom,E01031063,CV128NT
1445,Stratford-upon-Avon,52.1928,-1.7064,United Kingdom,E01031229,CV376AH
1446,Kenilworth,52.341,-1.5659999999999998,United Kingdom,E01031307,CV82BG
1447,Whitnash,52.268,-1.524,United Kingdom,E01031327,CV312HS
1448,Atherstone,52.5787,-1.5462,United Kingdom,E01031010,CV91HD
1449,Polesworth,52.6152,-1.6174,United Kingdom,E01031039,B781HG
1450,Kingsbury,52.5614,-1.6917,United Kingdom,E01031033,B760EA
1451,Southam,52.252,-1.39,United Kingdom,E01031220,CV470JL
1452,Coleshill,52.499,-1.7080000000000002,United Kingdom,E01031021,B463LD
1453,Alcester,52.215,-1.876,United Kingdom,E01031185,B495EX
1454,Bilton,52.3594,-1.29,United Kingdom,E01031136,CV227XG
1455,Bulkington,52.4769,-1.425,United Kingdom,E01031067,CV129JD
1456,Studley,52.2696,-1.8915,United Kingdom,E01031242,B80
1457,Wellesbourne Hastings,52.1943,-1.5947,United Kingdom,E01031249,CV359QS
1458,Bidford-on-Avon,52.1644,-1.8567,United Kingdom,E01031192,B504AD
1459,Shipston on Stour,52.06,-1.6230000000000002,United Kingdom,E01031215,CV36
1460,Stoneleigh,52.3514,-1.5147,United Kingdom,E01031308,CV83BZ
1461,Water Orton,52.517,-1.736,United Kingdom,E01031042,B461QU
1462,Long Lawford,52.3841,-1.3019999999999998,United Kingdom,E01032895,CV239AE
1463,Dunchurch,52.3368,-1.2896,United Kingdom,E01031148,CV226NS
1464,Wolston,52.37,-1.39,United Kingdom,E01031153,CV83GD
1465,Chippenham,51.4585,-2.1158,United Kingdom,E01031912,SN15
1466,Salisbury,51.074,-1.7936,United Kingdom,E01032016,SP13YE
1467,Trowbridge,51.32,-2.21,United Kingdom,E01032086,BA14
1468,Warminster,51.205,-2.181,United Kingdom,E01032103,BA12
1469,Calne,51.438,-2.005,United Kingdom,E01031898,SN110EN
1470,Westbury,51.26,-2.191,United Kingdom,E01032115,BA133NZ
1471,Melksham,51.371,-2.138,United Kingdom,E01032068,SN12
1472,Corsham,51.43,-2.19,United Kingdom,E01031932,SN13
1473,Devizes,51.353,-1.994,United Kingdom,E01031854,SN10
1474,Royal Wootton Bassett,51.533,-1.9,United Kingdom,E01031963,SN4
1475,Amesbury,51.17,-1.77,United Kingdom,E01031975,SP47NH
1476,North Tidworth,51.237,-1.664,United Kingdom,E01032697,SP97PX
1477,Bradford-on-Avon,51.347,-2.251,United Kingdom,E01032050,BA151JX
1478,Marlborough,51.42,-1.73,United Kingdom,E01031865,SN8
1479,Durrington,51.199,-1.775,United Kingdom,E01031996,SP48
1480,Malmesbury,51.584,-2.0980000000000003,United Kingdom,E01031949,SN169
1481,Roundway,51.368,-1.981,United Kingdom,E01032693,SN10
1482,Hilperton,51.33,-2.184,United Kingdom,E01032080,BA147
1483,Lyneham,51.507,-1.966,United Kingdom,E01031946,SN154ST
1484,Cricklade,51.64100000000001,-1.856,United Kingdom,E01031936,SN66BB
1485,Bulford,51.19,-1.761,United Kingdom,E01031989,SP49DR
1486,Purton,51.588,-1.867,United Kingdom,E01031955,SN54AB
1487,Pewsey,51.339,-1.765,United Kingdom,E01031870,SN95DH
1488,Wilton,51.08,-1.864,United Kingdom,E01032038,SP20DF
1489,Box,51.415,-2.252,United Kingdom,E01031888,SN138NZ
1490,Redlynch,50.988,-1.712,United Kingdom,E01031994,SP52HH
1491,Downton,50.993,-1.743,United Kingdom,E01031993,SP53PG
1492,Colerne,51.43899999999999,-2.262,United Kingdom,E01031929,SN148DD
1493,Mere,51.09,-2.266,United Kingdom,E01032037,BA126
1494,Worcester,52.192,-2.22,United Kingdom,E01033248,WR12QN
1495,Redditch,52.3069,-1.9492,United Kingdom,E01032234,B976HN
1496,Kidderminster,52.3885,-2.249,United Kingdom,E01032434,DY101EH
1497,Bromsgrove,52.3353,-2.0579,United Kingdom,E01032157,B602BW
1498,Droitwich,52.267,-2.153,United Kingdom,E01032358,WR98RZ
1499,Evesham,52.092,-1.947,United Kingdom,E01032343,WR11
1500,Torton,52.4522,-2.1606,United Kingdom,E01009848,DY83UJ
1501,Bewdley,52.3752,-2.3162,United Kingdom,E01032482,DY122DH
1502,Pershore,52.114,-2.08,United Kingdom,E01032406,WR101EQ
1503,Alvechurch,52.3506,-1.9647,United Kingdom,E01032124,B487NW
1504,Malvern Link,52.1255,-2.3161,United Kingdom,E01032195,WR141SF
1505,Stoke Prior,52.3025,-2.0849,United Kingdom,E01032166,B604NA
1506,Hagley,52.43,-2.12,United Kingdom,E01009853,DY99JY
1507,Tenbury,52.31,-2.59,United Kingdom,E01032214,WR158SF
1508,Malvern Wells,52.0785,-2.3324,United Kingdom,E01032218,WR144HB
1509,Tardebigge,52.322,-2.007,United Kingdom,E01033243,B601NE
1510,Upton upon Severn,52.063,-2.215,United Kingdom,E01032215,WR80JY
1511,Lickey End,52.3522,-2.0448,United Kingdom,E01032155,B601JU
1512,Badsey,52.08,-1.89,United Kingdom,E01032341,WR117EZ
1513,Kempsey,52.1391,-2.2177,United Kingdom,E01032192,WR53NB
1514,Clent,52.4152,-2.114,United Kingdom,E01032141,DY99PU
1515,Hartlebury,52.33,-2.23,United Kingdom,E01032387,DY117XL
1516,Bredon,52.03,-2.117,United Kingdom,E01032347,GL207
1517,Broadway,52.04,-1.86,United Kingdom,E01032351,WR12
